transaction_id,account_id,transaction_type,amount,timestamp,description,merchant_name
017292b3-ebec-4931-b017-7d980cfc559c,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Fee,-4.43,2025-11-29 20:11:31.825703,Other give score.,
dbbeb2a7-45b2-41e1-abba-00bf40b025a1,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Deposit,550.68,2024-12-30 04:58:13.385747,Senior agreement expert.,
565d7273-4028-4308-8dd8-b8f67aeb5205,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Withdrawal,-652.34,2025-03-05 00:11:28.526721,Personal past specific difference.,Clark PLC
0c96d844-a373-4248-9a93-8ac0f50e0bd7,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Withdrawal,-958.24,2025-02-18 11:10:44.002250,Though coach history.,"Stanley, Smith and Garrison"
378e36e5-fd73-45d3-8743-5d7751696028,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Transfer,831.24,2025-07-20 16:51:17.704170,South animal.,
210f140d-796a-490b-aeef-c434c4fae17d,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Deposit,3941.51,2025-11-16 08:36:59.307672,White one.,
704fa2cc-b83d-4fc7-b05c-2af36bb82d34,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Payment,-430.21,2025-01-25 03:48:11.525633,Fast minute action manager.,Rice-Ellis
18eb718f-f576-4ea8-9c95-49da601ec8af,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Payment,-58.04,2025-02-25 18:11:49.764604,Table before never.,Garcia and Sons
84ceb207-137d-45bb-a4c8-55fa70bc3f21,1fc5bda6-c9dc-4618-b30d-0619e7fc27ad,Fee,-29.3,2025-11-17 11:25:05.312440,Still face during.,
8977fdb0-e6b1-40e1-92c7-14e8f6844dac,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Transfer,4094.8,2024-12-15 22:17:26.729162,Television subject fire.,
b1fb2e8a-485b-49d6-8b5e-51a2d2076b5a,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Withdrawal,-988.77,2025-11-15 19:49:27.642868,Film traditional.,Smith and Sons
78b43435-2307-44fe-9bbe-80e2bc05c875,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Fee,-23.65,2025-04-30 09:39:38.627319,World buy PM.,
5afde951-dcef-4e2a-af83-1db53f38ee72,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Payment,-641.34,2025-10-24 07:41:49.966557,About degree sometimes.,Johnson-Mendoza
67f8de5c-f2ed-4824-8658-acf589a9a344,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Deposit,479.72,2024-12-13 13:40:12.724154,Specific energy produce.,
e7a3599a-0763-4c81-8f6d-7cb1803e56b8,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Withdrawal,-120.03,2025-10-27 08:55:21.190933,There.,Carter-Schroeder
ad78659f-fe61-40c5-97dc-4d0b7250a7dc,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Deposit,2053.2,2025-08-22 20:02:27.105734,Customer will machine.,
bd483b32-8b2e-4a44-ab09-e4ddf9ae7af8,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Withdrawal,-137.0,2025-02-11 12:03:19.398500,Nor fact.,Casey-Norton
c5831cea-b1b1-4018-ab4f-2a3ae4bdf315,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Transfer,91.44,2025-11-17 19:44:39.283854,Possible tonight surface.,
0800006b-e554-45d0-9a24-914807597b50,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Fee,-8.04,2025-10-19 02:13:10.141721,Choice specific thus.,
c1bfd3d1-911d-45d2-b099-7303177baf3d,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Deposit,1795.61,2025-05-01 12:29:56.854719,Threat necessary.,
23b5dcb2-4e85-4f1a-8843-fb7fa9047636,87ef2fcf-759b-49db-b8ac-a8fc9c59fb06,Fee,-46.5,2025-07-19 10:33:24.422735,Film building ever.,
f7eb06cb-5b52-4bbb-a548-283c64c11f1e,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Payment,-735.66,2025-11-28 22:51:22.049964,Four sport.,"Odom, Williams and Dickerson"
273c1b27-d7fe-414d-a839-27a126442817,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Deposit,2640.29,2025-02-25 22:34:11.560184,Now spend.,
4fab2cd6-ca7e-4ecf-a236-aa1bfda1644a,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Withdrawal,-581.83,2025-08-19 02:57:31.987335,Money.,Gates-Simpson
a7c44ba3-00dc-4a84-bc72-d0b8f6c6273f,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Withdrawal,-254.57,2025-07-22 01:10:32.378504,Music many course.,Garcia-Gonzales
0dbb3c15-ba54-4939-a388-22beb0b0ce0a,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Payment,-257.78,2025-07-30 11:38:28.089715,Group.,"Adkins, Williamson and Maynard"
9e72d9d9-a635-497f-bdf0-ed47267e7fbe,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Payment,-98.09,2025-09-08 13:35:40.892190,Me true I.,Harris-Gonzalez
6a4c5777-f7a7-46b9-94a8-4effe3dc321f,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Transfer,4034.55,2025-11-10 19:34:54.109765,Pick scene top.,
ef6beebf-cb4c-46c8-a0bd-0141ea2c4569,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Withdrawal,-537.37,2025-03-01 10:13:10.929038,Cover answer.,Nichols PLC
c895ce79-9ee9-449c-9eb1-a401d52ddb7f,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Payment,-936.22,2025-02-01 23:29:38.133634,Writer college specific assume.,Olson-Ortiz
8327c10e-ade6-4098-946f-ed303f11a8bc,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Payment,-368.06,2025-08-04 05:35:55.075943,Else eat ball.,Hart Inc
e8303511-5a8b-4fd4-8cc3-ecfa89328374,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Fee,-23.88,2025-10-25 04:54:26.848531,All few state listen.,
47e0c258-15f2-4823-8dc5-4bfcec97e0e7,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Transfer,4943.73,2025-02-22 13:01:04.313736,Stage.,
7ad76ff1-50d5-4f9d-8120-028c8609722a,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Withdrawal,-432.02,2025-07-08 16:22:20.487783,Of hospital.,"Williams, Newton and Rodriguez"
ae7b4afc-17d1-4fba-b8ee-4f9e80485324,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Deposit,3940.97,2025-09-15 09:35:58.119324,Edge event leg.,
69b1b09b-b9f4-4148-aea9-511457256c39,c3268a4f-52ea-4eef-9cb0-e21d5a5c2da0,Transfer,1472.07,2025-04-04 21:05:46.164947,Century member street.,
d69b0665-d5af-4703-8a46-d97d4980d393,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Payment,-940.07,2025-06-02 19:57:58.523344,Too camera.,"Allison, Brown and Rush"
7ccf3c16-6ede-4fec-9e29-d7795f73afe8,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Deposit,1054.31,2025-11-13 14:54:51.410238,Idea letter difference.,
b01be005-6b24-4eec-b029-bd7e138fc1e7,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Payment,-949.39,2025-05-25 22:48:35.421785,Item prove.,"Ingram, Santiago and Gill"
73b40b36-cb6a-44b8-b060-590f52f3aa7e,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Transfer,1528.03,2025-08-05 01:03:48.389008,Notice send open.,
1349e169-cb77-49c7-b9ef-a6e5aa674a70,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Withdrawal,-52.14,2025-03-20 21:41:49.022320,Southern defense where.,Washington and Sons
e2ebcd29-ebec-458a-a19f-4cefc6449654,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Payment,-996.37,2025-03-04 16:35:38.760953,Member wrong.,Mullen-Lopez
38efd0a3-6708-4e25-a653-81b2f8b732b5,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Fee,-30.74,2025-03-02 03:06:57.345453,Firm skin.,
928edd44-ef97-4190-ba5e-b46f2e5c0928,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Deposit,628.94,2025-05-17 05:49:44.233051,Must morning.,
1925e242-c737-4b84-b9a5-260f0bf2ea7d,4dab5ae0-fbe6-449c-a4b6-dc6773504bc1,Fee,-6.29,2025-11-02 00:45:43.823658,Student.,
22717914-6f6f-459c-bbf4-dc91eda8b1f0,07eff7fa-026d-47dc-b70b-5c5592819ec1,Fee,-2.8,2025-06-19 10:10:19.151072,Bed why lot.,
7a38536f-53c6-4f5c-b898-7d91ce883b37,07eff7fa-026d-47dc-b70b-5c5592819ec1,Deposit,4723.26,2025-10-08 13:12:08.487104,Tonight cell will source.,
ecef3e6f-dbf3-4501-86a2-30ebb9159187,07eff7fa-026d-47dc-b70b-5c5592819ec1,Fee,-30.73,2025-04-19 07:35:43.841267,Stand reduce third.,
314fa1d6-8f1d-4ce4-aaa6-5808c36f8239,07eff7fa-026d-47dc-b70b-5c5592819ec1,Withdrawal,-457.89,2025-05-31 08:08:47.852275,Air.,Jordan Group
496542f2-db45-4a1b-9b90-196a4a3209d2,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Withdrawal,-714.71,2025-08-26 03:19:10.357171,Section time floor.,Richardson-Sherman
bff5cf57-1f91-4085-8d8b-c0e56ef2c035,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-17.79,2025-07-07 10:14:21.455361,Performance law.,
fa128564-b4bd-4d89-b292-1773e7e0585b,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Transfer,281.98,2025-10-05 22:55:17.444734,Teach person ahead.,
da169b72-0b0b-43ec-9d9d-145cbb4d5600,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Payment,-840.53,2024-12-17 17:16:54.442646,Into stop me.,Johnson-Giles
ee080bfc-fce0-467a-b0f0-e306c13b24f5,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Transfer,3798.59,2025-10-17 06:13:31.733641,View option fact.,
2d4714ed-c336-4758-8187-cd2283bf0b6e,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Withdrawal,-858.55,2025-10-24 09:39:29.577785,If ever.,Perez Inc
06aa60d5-8d47-475d-b6fc-05226bbfe302,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-40.73,2025-07-11 09:47:04.852331,Education oil.,
5925d2bc-55a6-4491-a677-50737e1aab7b,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-14.82,2025-09-17 03:09:03.087306,Share since.,
5569bed8-5bb0-4cb8-a81d-6a45bd728575,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-2.49,2025-01-01 04:56:56.500429,Say white respond.,
029e9164-60f3-47d5-9beb-c94285071107,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Payment,-629.73,2025-07-14 12:39:15.471271,Couple behavior production century.,Fleming-Santiago
1d5ef7fc-d7d0-4c84-9862-f14ec8015b4a,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-47.81,2025-09-27 17:57:18.246899,Focus.,
17e16783-f5e5-4d2e-a463-d7063cfef445,227f4b4b-54cb-40c1-8a87-6ba203ee174f,Fee,-25.87,2025-11-01 06:53:59.094834,Cut your try.,
68fee9bd-cb1b-4985-be8a-0a5abde4f151,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,1274.12,2025-01-28 21:51:18.308919,Laugh produce partner.,
bacd87d6-0a9f-484c-9f17-8616e2da92d3,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,3715.75,2025-07-27 18:02:42.836029,Whether present wife.,
7231eb38-de05-4832-b519-c12405266541,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,4383.89,2025-03-28 05:35:00.737388,Leave free major.,
26d47a90-f0c7-4419-bb68-6ce5be19c092,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Withdrawal,-370.57,2025-07-02 05:42:17.551801,Strong civil American.,Terry-Blanchard
efa2e17c-c829-4201-8e85-eae7ef61e21b,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Deposit,4182.58,2025-11-06 11:49:35.069851,Resource imagine.,
83195cf8-84e3-4a54-b61e-2dd824796bad,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,4733.81,2025-01-22 05:55:52.823876,Home.,
bfeac6b4-0db7-490f-92aa-19d9193e1814,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,374.61,2025-11-06 00:05:44.862211,Chair certainly.,
47997ec3-d757-4859-9e09-46faa4c006ff,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Payment,-724.85,2025-09-09 23:03:47.168558,Board cultural material.,"Nolan, Stokes and Baker"
6c7b6beb-34ab-4bc0-af69-9d4a6c99c699,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Payment,-847.64,2025-09-09 15:52:20.835731,Dark suddenly human.,Peterson and Sons
60f38a9a-ccd7-4bb7-8840-cd16f8ecd3fe,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Withdrawal,-971.37,2025-01-12 12:35:53.342210,After particular.,Maynard Ltd
20fc386f-c57f-4dda-a8a9-1c83e4e2050c,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Transfer,231.72,2025-10-19 04:09:45.644620,Challenge great lawyer.,
ce9414b8-776c-4449-97d1-68d60c1f6d80,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Fee,-5.34,2025-03-01 22:01:32.179024,Finish change.,
b5e8de98-38de-449e-bd8b-0880cc6e7986,042283a6-b4d3-4b64-a19a-07fe7b8cedcf,Fee,-37.68,2025-08-31 19:50:45.771171,Reduce part.,
1a28f099-863c-4dce-ab99-c785d545eb0a,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Fee,-37.33,2025-06-18 11:12:11.527755,Play all plan able.,
5b1eb73b-9314-4ff7-bc01-ec582aa29351,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Transfer,4571.6,2025-08-26 05:54:17.216782,Thus area.,
0d27c557-c045-4df7-8fbf-416790c86b78,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Fee,-40.99,2025-09-03 08:21:59.259544,Apply child.,
c5f23604-5929-4cec-bc4a-64650adfdd2f,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Transfer,822.16,2025-07-05 23:26:35.326028,Religious.,
0e0c1b62-7d38-4feb-8228-322d5b3ffc81,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Fee,-39.11,2025-03-09 08:16:52.710999,Them.,
262d3f1a-0fb1-468b-b072-7afa571b7faa,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Withdrawal,-781.62,2025-02-02 19:53:18.396732,Else.,Lee-Dawson
7c6f5e8c-1e0f-44d1-b27a-726e2746dad8,db16cd43-ab92-48ea-9cef-6f5eb76e133b,Withdrawal,-846.53,2025-11-29 14:02:34.532901,Reality wear radio.,"Baker, Escobar and Patterson"
0bc10ec2-029d-42af-96ef-6c87654b1629,528acf48-02ff-4e44-8b5c-7e617b60d505,Payment,-357.71,2025-04-25 05:12:14.805598,Late lawyer newspaper.,Sosa-Gillespie
6dcbdd84-a37d-4d10-a57c-6afaf7e66022,528acf48-02ff-4e44-8b5c-7e617b60d505,Transfer,1700.81,2025-09-08 17:04:26.359342,Me direction machine.,
6426e6a6-a2eb-4e0a-82b1-487d3b544592,528acf48-02ff-4e44-8b5c-7e617b60d505,Deposit,2102.25,2025-05-04 11:12:04.559124,Treat task try town.,
da332daf-ebf8-4634-bbcd-b78af9db8e51,528acf48-02ff-4e44-8b5c-7e617b60d505,Withdrawal,-319.18,2025-06-30 17:55:43.180216,Employee property under.,"Bell, Barker and Cole"
dee8b26b-bbaf-4bbe-a1ac-dee53e3d0014,528acf48-02ff-4e44-8b5c-7e617b60d505,Deposit,3787.3,2025-06-19 21:12:42.717612,Upon nation.,
01ba9340-af6c-4aff-bb78-04e593d90dab,528acf48-02ff-4e44-8b5c-7e617b60d505,Fee,-15.37,2025-09-26 01:23:07.056649,Ground machine.,
26a24349-4860-424d-98f4-aef55b241b62,528acf48-02ff-4e44-8b5c-7e617b60d505,Fee,-36.42,2025-07-11 20:51:52.015975,Like draw class.,
a754f8b5-ff76-4c8a-97a4-c7817de338cc,528acf48-02ff-4e44-8b5c-7e617b60d505,Deposit,3917.03,2025-01-09 09:04:46.777918,Bed three effect.,
0c95f3b6-22dc-4a17-a8b3-8a36b301c2cd,daea3e91-cd17-42fa-9019-1a0361e5b734,Payment,-152.32,2025-10-12 19:57:57.683220,Walk step want.,Phelps PLC
0736e30d-d52e-457d-b843-6805f3087304,daea3e91-cd17-42fa-9019-1a0361e5b734,Deposit,4315.93,2025-01-27 13:27:20.551448,Loss out fish.,
c192e7fc-9215-4c9f-bc8d-e2b708237659,daea3e91-cd17-42fa-9019-1a0361e5b734,Withdrawal,-399.79,2025-08-11 11:31:43.933999,Race event.,Berg-Wise
52cbfd85-b294-4c41-8b96-1ce26d4a809f,daea3e91-cd17-42fa-9019-1a0361e5b734,Deposit,1596.0,2025-08-31 12:46:27.150788,Gun might issue.,
8b0d3bdf-c048-4814-a756-99d82f5a9dca,daea3e91-cd17-42fa-9019-1a0361e5b734,Withdrawal,-329.27,2025-11-18 14:42:01.685579,Represent bring.,Morris-Martinez
ea2a97a6-aaef-41d8-9688-8eb2596bc7e1,daea3e91-cd17-42fa-9019-1a0361e5b734,Deposit,1325.16,2025-06-15 12:39:15.490300,War interesting.,
b8af5f79-8e93-498f-94bf-5d4650cb584e,3523940b-30e6-4ec0-861c-f9e247fee9e9,Deposit,2176.21,2025-11-05 04:31:30.462106,Man as another.,
aff3d5b9-b934-4fcc-90b4-d6f4c505c4d7,3523940b-30e6-4ec0-861c-f9e247fee9e9,Withdrawal,-884.13,2025-04-09 15:32:47.518385,Room return.,Hopkins Ltd
6c2bede6-18b8-4403-bdc3-ad6ab0e6b962,3523940b-30e6-4ec0-861c-f9e247fee9e9,Withdrawal,-43.17,2025-06-13 22:39:26.008220,Phone school.,"Mitchell, Henderson and Harris"
56e5bda1-f933-4134-9a7d-1c2fd203ea52,3523940b-30e6-4ec0-861c-f9e247fee9e9,Fee,-41.09,2025-05-09 07:06:11.773206,Provide part.,
0f7db742-eff1-4e68-9285-eb868d000043,3523940b-30e6-4ec0-861c-f9e247fee9e9,Fee,-7.61,2025-05-11 08:32:50.499625,Again agreement what away.,
26a88e38-e242-4815-b2e3-c4aa1a347125,3523940b-30e6-4ec0-861c-f9e247fee9e9,Payment,-381.06,2025-06-14 10:37:54.601664,Step rule conference.,Stevens Group
1eb44b19-f3aa-43f8-8409-da9dea96ef96,60835da5-4e1d-411d-8efb-64dbdfc0c7e3,Fee,-18.38,2025-02-21 10:03:52.636802,Condition kitchen few.,
126d3c21-03f4-4575-9558-d5e77e25094f,60835da5-4e1d-411d-8efb-64dbdfc0c7e3,Fee,-28.58,2025-04-15 17:53:20.499538,Staff discuss.,
462ab43c-6ffd-4a1c-801c-3371c3eeddc8,60835da5-4e1d-411d-8efb-64dbdfc0c7e3,Payment,-971.12,2025-05-31 17:20:52.118437,Second team.,"Walsh, Wells and Beasley"
